Blocks,Block,Current,Height,,,,,,,,
7613,3,3419,11978,,,,,,,,
7614,4,3423,11980,,,,,,,,
7615,0,3427,11981,,,,,,,,
7616,1,3432,11983,,,,,,,,
7617,2,3438,11984,,,,,,,,
7618,3,3444,11986,,,,,,,,
7619,4,3450,11986,,,,,,,,
7620,0,3454,11987,,,,,,,,
7621,1,3459,11989,,,,,,,,
7622,2,3463,11992,,,,,,,,
7623,3,3472,11992,,,,,,,,
7624,4,3476,11994,,,,,,,,
7625,0,3483,11994,,,,,,,,
7626,1,3489,11995,,,,,,,,
7627,2,3494,11997,,,,,,,,
7628,3,3500,11999,,,,,,,,
7629,4,3508,11999,,,,,,,,
7630,0,3512,12000,,,,,,,,
7631,1,3516,12003,,,,,,,,
7632,2,3520,12006,,,,,,,,
7633,3,3524,12010,,,,,,,,
7634,4,3534,12010,,,,,,,,
7635,0,3538,12011,,,,,,,,
7636,1,3543,12013,,,,,,,,
7637,2,3548,12015,,,,,,,,
7638,3,3554,12017,,,,,,,,
7639,4,3560,12017,,,,,,,,
7640,0,3564,12018,,,,,,,,
7641,1,3569,12020,,,,,,,,
7642,2,3573,12023,,,,,,,,
7643,3,3581,12023,,,,,,,,
7644,4,3585,12025,,,,,,,,
7645,0,3589,12026,,,,,,,,
7646,1,3594,12028,,,,,,,,
7647,2,3600,12029,,,,,,,,
7648,3,3605,12032,,,,,,,,
7649,4,3614,12032,,,,,,,,
7650,0,3618,12033,,,,,,,,
7651,1,3623,12035,,,,,,,,
7652,2,3627,12038,,,,,,,,
7653,3,3633,12040,,,,,,,,
7654,4,3644,12040,,,,,,,,
7655,0,3648,12041,,,,,,,,
7656,1,3652,12044,,,,,,,,
7657,2,3656,12047,,,,,,,,
7658,3,3664,12047,,,,,,,,
7659,4,3674,12047,,,,,,,,
7660,0,3678,12048,,,,,,,,
7661,1,3682,12051,,,,,,,,
7662,2,3686,12054,,,,,,,,
7663,3,3692,12056,,,,,,,,
7664,4,3698,12056,,,,,,,,
7665,0,3702,12057,,,,,,,,
7666,1,3706,12060,,,,,,,,
7667,2,3711,12062,,,,,,,,
7668,3,3727,12062,,,,,,,,
7669,4,3733,12062,,,,,,,,
7670,0,3737,12063,,,,,,,,
7671,1,3741,12066,,,,,,,,
7672,2,3746,12068,,,,,,,,
7673,3,3752,12070,,,,,,,,
7674,4,3763,12070,,,,,,,,
7675,0,3767,12071,,,,,,,,
7676,1,3771,12074,,,,,,,,
7677,2,3776,12076,,,,,,,,
7678,3,3782,12078,,,,,,,,
7679,4,3788,12078,,,,,,,,
7680,0,3792,12079,,,,,,,,
7681,1,3796,12082,,,,,,,,
7682,2,3801,12084,,,,,,,,
7683,3,3805,12088,,,,,,,,
7684,4,3815,12088,,,,,,,,
7685,0,3819,12089,,,,,,,,
7686,1,3824,12091,,,,,,,,
7687,2,3828,12094,,,,,,,,
7688,3,3844,12094,,,,,,,,
7689,4,3850,12094,,,,,,,,
7690,0,3854,12095,,,,,,,,
7691,1,3859,12097,,,,,,,,
7692,2,3864,12099,,,,,,,,
7693,3,3868,12103,,,,,,,,
7694,4,3872,12105,,,,,,,,
7695,0,3876,12106,,,,,,,,
7696,1,3881,12108,,,,,,,,
7697,2,3887,12109,,,,,,,,
7698,3,3893,12111,,,,,,,,
7699,4,3901,12111,,,,,,,,
7700,0,3907,12111,,,,,,,,
7701,1,3912,12113,,,,,,,,
7702,2,3917,12115,,,,,,,,
7703,3,3923,12117,,,,,,,,
7704,4,3929,12117,,,,,,,,
7705,0,3933,12118,,,,,,,,
7706,1,3937,12121,,,,,,,,
7707,2,3941,12124,,,,,,,,
7708,3,3945,12128,,,,,,,,
7709,4,3957,12128,,,,,,,,
7710,0,3961,12129,,,,,,,,
7711,1,3965,12132,,,,,,,,
7712,2,3970,12134,,,,,,,,
7713,3,3977,12135,,,,,,,,
7714,4,3984,12135,,,,,,,,
7715,0,3989,12135,,,,,,,,
7716,1,3993,12138,,,,,,,,
7717,2,4000,12138,,,,,,,,
7718,3,4006,12140,,,,,,,,
7719,4,4012,12140,,,,,,,,
7720,0,4016,12141,,,,,,,,
7721,1,4020,12144,,,,,,,,
7722,2,4024,12147,,,,,,,,
7723,3,4030,12149,,,,,,,,
7724,4,4036,12149,,,,,,,,
7725,0,4040,12150,,,,,,,,
7726,1,4045,12152,,,,,,,,
7727,2,4049,12155,,,,,,,,
7728,3,4053,12159,,,,,,,,
7729,4,4063,12159,,,,,,,,
7730,0,4067,12160,,,,,,,,
7731,1,4072,12162,,,,,,,,
7732,2,4077,12164,,,,,,,,
7733,3,4081,12168,,,,,,,,
7734,4,4091,12168,,,,,,,,
7735,0,4095,12169,,,,,,,,
7736,1,4099,12172,,,,,,,,
7737,2,4106,12172,,,,,,,,
7738,3,4118,12172,,,,,,,,
7739,4,4122,12174,,,,,,,,
7740,0,4126,12175,,,,,,,,
7741,1,4130,12178,,,,,,,,
7742,2,4134,12181,,,,,,,,
7743,3,4144,12181,,,,,,,,
7744,4,4150,12181,,,,,,,,
7745,0,4154,12182,,,,,,,,
7746,1,4159,12184,,,,,,,,
7747,2,4164,12186,,,,,,,,
7748,3,4168,12190,,,,,,,,
7749,4,4178,12190,,,,,,,,
7750,0,4182,12191,,,,,,,,
7751,1,4187,12193,,,,,,,,
7752,2,4191,12196,,,,,,,,
7753,3,4197,12198,,,,,,,,
7754,4,4201,12200,,,,,,,,
7755,0,4205,12201,,,,,,,,
7756,1,4209,12204,,,,,,,,
7757,2,4216,12204,,,,,,,,
7758,3,4222,12206,,,,,,,,
7759,4,4228,12206,,,,,,,,
7760,0,4232,12207,,,,,,,,
7761,1,4236,12210,,,,,,,,
7762,2,4243,12210,,,,,,,,
7763,3,4248,12213,,,,,,,,
7764,4,4252,12215,,,,,,,,
7765,0,4256,12216,,,,,,,,
7766,1,4260,12219,,,,,,,,
7767,2,4264,12222,,,,,,,,
7768,3,4270,12224,,,,,,,,
7769,4,4278,12224,,,,,,,,
7770,0,4282,12225,,,,,,,,
7771,1,4287,12227,,,,,,,,
7772,2,4293,12228,,,,,,,,
7773,3,4297,12232,,,,,,,,
7774,4,4307,12232,,,,,,,,
7775,0,4311,12233,,,,,,,,
7776,1,4315,12236,,,,,,,,
7777,2,4319,12239,,,,,,,,
7778,3,4334,12239,,,,,,,,
7779,4,4342,12239,,,,,,,,
7780,0,4348,12239,,,,,,,,
7781,1,4353,12241,,,,,,,,
7782,2,4357,12244,,,,,,,,
7783,3,4363,12246,,,,,,,,
7784,4,4367,12248,,,,,,,,
7785,0,4371,12249,,,,,,,,
7786,1,4376,12251,,,,,,,,
7787,2,4380,12254,,,,,,,,
7788,3,4389,12254,,,,,,,,
7789,4,4394,12255,,,,,,,,
7790,0,4398,12256,,,,,,,,
7791,1,4403,12258,,,,,,,,
7792,2,4409,12259,,,,,,,,
7793,3,4415,12261,,,,,,,,
7794,4,4419,12263,,,,,,,,
7795,0,4423,12264,,,,,,,,
7796,1,4427,12267,,,,,,,,
7797,2,4431,12270,,,,,,,,
7798,3,4441,12270,,,,,,,,
7799,4,4445,12272,,,,,,,,
7800,0,4449,12273,,,,,,,,
7801,1,4453,12276,,,,,,,,
7802,2,4457,12279,,,,,,,,
7803,3,4472,12279,,,,,,,,
7804,4,4491,12279,,,,,,,,
7805,0,4495,12280,,,,,,,,
7806,1,4499,12283,,,,,,,,
7807,2,4503,12286,,,,,,,,
7808,3,4516,12286,,,,,,,,
7809,4,4525,12286,,,,,,,,
7810,0,4529,12287,,,,,,,,
7811,1,4533,12290,,,,,,,,
7812,2,4537,12293,,,,,,,,
7813,3,4551,12293,,,,,,,,
7814,4,4555,12295,,,,,,,,
7815,0,4563,12295,,,,,,,,
7816,1,4570,12295,,,,,,,,
7817,2,4574,12298,,,,,,,,
7818,3,4587,12298,,,,,,,,
7819,4,4591,12300,,,,,,,,
7820,0,4595,12301,,,,,,,,
7821,1,4599,12304,,,,,,,,
7822,2,4603,12307,,,,,,,,
7823,3,4620,12307,,,,,,,,
7824,4,4626,12307,,,,,,,,
7825,0,4630,12308,,,,,,,,
7826,1,4634,12311,,,,,,,,
7827,2,4638,12314,,,,,,,,
7828,3,4644,12316,,,,,,,,
7829,4,4650,12316,,,,,,,,
7830,0,4654,12317,,,,,,,,
7831,1,4658,12320,,,,,,,,
7832,2,4662,12323,,,,,,,,
7833,3,4668,12325,,,,,,,,
7834,4,4674,12325,,,,,,,,
7835,0,4678,12326,,,,,,,,
7836,1,4682,12329,,,,,,,,
7837,2,4689,12329,,,,,,,,
7838,3,4696,12330,,,,,,,,
7839,4,4700,12332,,,,,,,,
7840,0,4704,12333,,,,,,,,
7841,1,4708,12336,,,,,,,,
7842,2,4715,12336,,,,,,,,
7843,3,4721,12338,,,,,,,,
7844,4,4725,12340,,,,,,,,
7845,0,4733,12340,,,,,,,,
7846,1,4740,12340,,,,,,,,
7847,2,4745,12342,,,,,,,,
7848,3,4751,12344,,,,,,,,
7849,4,4755,12346,,,,,,,,
7850,0,4759,12347,,,,,,,,
7851,1,4764,12349,,,,,,,,
7852,2,4768,12352,,,,,,,,
7853,3,4776,12352,,,,,,,,
7854,4,4780,12354,,,,,,,,
7855,0,4784,12355,,,,,,,,
7856,1,4788,12358,,,,,,,,
7857,2,4793,12360,,,,,,,,
7858,3,4810,12360,,,,,,,,
7859,4,4823,12360,,,,,,,,
7860,0,4827,12361,,,,,,,,
7861,1,4831,12364,,,,,,,,
7862,2,4835,12367,,,,,,,,
7863,3,4841,12369,,,,,,,,
7864,4,4856,12369,,,,,,,,
7865,0,4862,12369,,,,,,,,
7866,1,4867,12371,,,,,,,,
7867,2,4872,12373,,,,,,,,
7868,3,4888,12373,,,,,,,,
7869,4,4894,12373,,,,,,,,
7870,0,4898,12374,,,,,,,,
7871,1,4902,12377,,,,,,,,
7872,2,4906,12380,,,,,,,,
7873,3,4910,12384,,,,,,,,
7874,4,4914,12386,,,,,,,,
7875,0,4918,12387,,,,,,,,
7876,1,4922,12390,,,,,,,,
7877,2,4927,12392,,,,,,,,
7878,3,4933,12394,,,,,,,,
7879,4,4937,12396,,,,,,,,
7880,0,4941,12397,,,,,,,,
7881,1,4945,12400,,,,,,,,
7882,2,4952,12400,,,,,,,,
7883,3,4956,12404,,,,,,,,
7884,4,4964,12404,,,,,,,,
7885,0,4968,12405,,,,,,,,
7886,1,4973,12407,,,,,,,,
7887,2,4979,12408,,,,,,,,
7888,3,4985,12410,,,,,,,,
7889,4,4993,12410,,,,,,,,
7890,0,4997,12411,,,,,,,,
7891,1,5004,12411,,,,,,,,
7892,2,5008,12414,,,,,,,,
7893,3,5012,12418,,,,,,,,
7894,4,5022,12418,,,,,,,,
7895,0,5026,12419,,,,,,,,
7896,1,5031,12421,,,,,,,,
7897,2,5036,12423,,,,,,,,
7898,3,5042,12425,,,,,,,,
7899,4,5051,12425,,,,,,,,
7900,0,5055,12426,,,,,,,,
7901,1,5059,12429,,,,,,,,
7902,2,5064,12431,,,,,,,,
7903,3,5070,12433,,,,,,,,
7904,4,5081,12433,,,,,,,,
7905,0,5089,12433,,,,,,,,
7906,1,5094,12435,,,,,,,,
7907,2,5098,12438,,,,,,,,
7908,3,5104,12440,,,,,,,,
7909,4,5108,12442,,,,,,,,
7910,0,5112,12443,,,,,,,,
7911,1,5116,12446,,,,,,,,
7912,2,5120,12449,,,,,,,,
7913,3,5126,12451,,,,,,,,
7914,4,5132,12451,,,,,,,,
7915,0,5136,12452,,,,,,,,
7916,1,5140,12455,,,,,,,,
7917,2,5144,12458,,,,,,,,
7918,3,5150,12460,,,,,,,,
7919,4,5158,12460,,,,,,,,
7920,0,5162,12461,,,,,,,,
7921,1,5167,12463,,,,,,,,
7922,2,5172,12465,,,,,,,,
7923,3,5178,12467,,,,,,,,
7924,4,5187,12467,,,,,,,,
7925,0,5191,12468,,,,,,,,
7926,1,5196,12470,,,,,,,,
7927,2,5200,12473,,,,,,,,
7928,3,5206,12475,,,,,,,,
7929,4,5210,12477,,,,,,,,
7930,0,5214,12478,,,,,,,,
7931,1,5218,12481,,,,,,,,
7932,2,5225,12481,,,,,,,,
7933,3,5229,12485,,,,,,,,
7934,4,5233,12487,,,,,,,,
7935,0,5237,12488,,,,,,,,
7936,1,5249,12488,,,,,,,,
7937,2,5253,12491,,,,,,,,
7938,3,5257,12495,,,,,,,,
7939,4,5261,12497,,,,,,,,
7940,0,5265,12498,,,,,,,,
7941,1,5270,12500,,,,,,,,
7942,2,5274,12503,,,,,,,,
7943,3,5280,12505,,,,,,,,
7944,4,5290,12505,,,,,,,,
7945,0,5294,12506,,,,,,,,
7946,1,5298,12509,,,,,,,,
7947,2,5303,12511,,,,,,,,
7948,3,5307,12515,,,,,,,,
7949,4,5311,12517,,,,,,,,
7950,0,5323,12517,,,,,,,,
7951,1,5327,12520,,,,,,,,
7952,2,5341,12520,,,,,,,,
7953,3,5354,12520,,,,,,,,
7954,4,5359,12521,,,,,,,,
7955,0,5363,12522,,,,,,,,
7956,1,5367,12525,,,,,,,,
7957,2,5372,12527,,,,,,,,
7958,3,5388,12527,,,,,,,,
7959,4,5400,12527,,,,,,,,
7960,0,5404,12528,,,,,,,,
7961,1,5408,12531,,,,,,,,
7962,2,5415,12531,,,,,,,,
7963,3,5419,12535,,,,,,,,
7964,4,5427,12535,,,,,,,,
7965,0,5431,12536,,,,,,,,
7966,1,5435,12539,,,,,,,,
7967,2,5442,12539,,,,,,,,
7968,3,5456,12539,,,,,,,,
7969,4,5460,12541,,,,,,,,
7970,0,5464,12542,,,,,,,,
7971,1,5469,12544,,,,,,,,
7972,2,5473,12547,,,,,,,,
7973,3,5482,12547,,,,,,,,
7974,4,5486,12549,,,,,,,,
7975,0,5490,12550,,,,,,,,
7976,1,5494,12553,,,,,,,,
7977,2,5499,12555,,,,,,,,
7978,3,5505,12557,,,,,,,,
7979,4,5509,12559,,,,,,,,
7980,0,5513,12560,,,,,,,,
7981,1,5517,12563,,,,,,,,
7982,2,5524,12563,,,,,,,,
7983,3,5530,12565,,,,,,,,
7984,4,5536,12565,,,,,,,,
7985,0,5540,12566,,,,,,,,
7986,1,5544,12569,,,,,,,,
7987,2,5549,12571,,,,,,,,
7988,3,5555,12573,,,,,,,,
7989,4,5563,12573,,,,,,,,
7990,0,5569,12573,,,,,,,,
7991,1,5574,12575,,,,,,,,
7992,2,5581,12575,,,,,,,,
7993,3,5587,12577,,,,,,,,
7994,4,5593,12577,,,,,,,,
7995,0,5597,12578,,,,,,,,
7996,1,5601,12581,,,,,,,,
7997,2,5605,12584,,,,,,,,
7998,3,5611,12586,,,,,,,,
7999,4,5617,12586,,,,,,,,
8000,0,5621,12587,,,,,,,,
8001,1,5626,12589,,,,,,,,
8002,2,5631,12591,,,,,,,,
8003,3,5638,12592,,,,,,,,
8004,4,5645,12592,,,,,,,,
8005,0,5650,12592,,,,,,,,
8006,1,5654,12595,,,,,,,,
8007,2,5658,12598,,,,,,,,
8008,3,5664,12600,,,,,,,,
8009,4,5668,12602,,,,,,,,
8010,0,5672,12603,,,,,,,,
8011,1,5676,12606,,,,,,,,
8012,2,5680,12609,,,,,,,,
8013,3,5701,12609,,,,,,,,
8014,4,5707,12609,,,,,,,,
8015,0,5711,12610,,,,,,,,
8016,1,5716,12612,,,,,,,,
8017,2,5720,12615,,,,,,,,
8018,3,5728,12615,,,,,,,,
8019,4,5732,12617,,,,,,,,
8020,0,5736,12618,,,,,,,,
8021,1,5740,12621,,,,,,,,
8022,2,5747,12621,,,,,,,,
8023,3,5752,12624,,,,,,,,
8024,4,5759,12624,,,,,,,,
8025,0,5764,12624,,,,,,,,
8026,1,5768,12627,,,,,,,,
8027,2,5773,12629,,,,,,,,
8028,3,5779,12631,,,,,,,,
8029,4,5787,12631,,,,,,,,
8030,0,5791,12632,,,,,,,,
8031,1,5796,12634,,,,,,,,
8032,2,5800,12637,,,,,,,,
8033,3,5804,12641,,,,,,,,
8034,4,5808,12643,,,,,,,,
8035,0,5812,12644,,,,,,,,
8036,1,5816,12647,,,,,,,,
8037,2,5820,12650,,,,,,,,
8038,3,5826,12652,,,,,,,,
8039,4,5838,12652,,,,,,,,
8040,0,5842,12653,,,,,,,,
8041,1,5847,12655,,,,,,,,
8042,2,5852,12657,,,,,,,,
8043,3,5859,12658,,,,,,,,
8044,4,5866,12658,,,,,,,,
8045,0,5871,12658,,,,,,,,
8046,1,5875,12661,,,,,,,,
8047,2,5880,12663,,,,,,,,
8048,3,5886,12665,,,,,,,,
8049,4,5895,12665,,,,,,,,
8050,0,5899,12666,,,,,,,,
8051,1,5904,12668,,,,,,,,
8052,2,5908,12671,,,,,,,,
8053,3,5917,12671,,,,,,,,
8054,4,5923,12671,,,,,,,,
8055,0,5927,12672,,,,,,,,
8056,1,5932,12674,,,,,,,,
8057,2,5937,12676,,,,,,,,
8058,3,5947,12676,,,,,,,,
8059,4,5953,12676,,,,,,,,
8060,0,5957,12677,,,,,,,,
8061,1,5961,12680,,,,,,,,
8062,2,5968,12680,,,,,,,,
8063,3,5974,12682,,,,,,,,
8064,4,5978,12684,,,,,,,,
8065,0,5982,12685,,,,,,,,
8066,1,5986,12688,,,,,,,,
8067,2,5990,12691,,,,,,,,
8068,3,5996,12693,,,,,,,,
8069,4,6002,12693,,,,,,,,
8070,0,6006,12694,,,,,,,,
8071,1,6011,12696,,,,,,,,
8072,2,6015,12699,,,,,,,,
8073,3,6033,12699,,,,,,,,
8074,4,6042,12699,,,,,,,,
8075,0,6046,12700,,,,,,,,
8076,1,6051,12702,,,,,,,,
8077,2,6057,12703,,,,,,,,
8078,3,6063,12705,,,,,,,,
8079,4,6070,12705,,,,,,,,
8080,0,6074,12706,,,,,,,,
8081,1,6079,12708,,,,,,,,
8082,2,6085,12709,,,,,,,,
8083,3,6091,12711,,,,,,,,
8084,4,6095,12713,,,,,,,,
8085,0,6099,12714,,,,,,,,
8086,1,6103,12717,,,,,,,,
8087,2,6108,12719,,,,,,,,
8088,3,6117,12719,,,,,,,,
8089,4,6122,12720,,,,,,,,
8090,0,6127,12720,,,,,,,,
8091,1,6131,12723,,,,,,,,
8092,2,6135,12726,,,,,,,,
8093,3,6141,12728,,,,,,,,
8094,4,6153,12728,,,,,,,,
8095,0,6159,12728,,,,,,,,
8096,1,6164,12730,,,,,,,,
8097,2,6168,12733,,,,,,,,
8098,3,6178,12733,,,,,,,,
8099,4,6184,12733,,,,,,,,
8100,0,6188,12734,,,,,,,,
8101,1,6192,12737,,,,,,,,
8102,2,6196,12740,,,,,,,,
8103,3,6202,12742,,,,,,,,
8104,4,6206,12744,,,,,,,,
8105,0,6210,12745,,,,,,,,
8106,1,6214,12748,,,,,,,,
8107,2,6219,12750,,,,,,,,
8108,3,6235,12750,,,,,,,,
8109,4,6239,12752,,,,,,,,
8110,0,6243,12753,,,,,,,,
8111,1,6247,12756,,,,,,,,
8112,2,6251,12759,,,,,,,,
8113,3,6257,12761,,,,,,,,
8114,4,6261,12763,,,,,,,,
8115,0,6265,12764,,,,,,,,
8116,1,6269,12767,,,,,,,,
8117,2,6274,12769,,,,,,,,
8118,3,6280,12771,,,,,,,,
8119,4,6288,12771,,,,,,,,
8120,0,6294,12771,,,,,,,,
8121,1,6298,12774,,,,,,,,
8122,2,6302,12777,,,,,,,,
8123,3,6308,12779,,,,,,,,
8124,4,6316,12779,,,,,,,,
8125,0,6320,12780,,,,,,,,
8126,1,6324,12783,,,,,,,,
8127,2,6329,12785,,,,,,,,
8128,3,6335,12787,,,,,,,,
8129,4,6341,12787,,,,,,,,
8130,0,6345,12788,,,,,,,,
8131,1,6349,12791,,,,,,,,
8132,2,6354,12793,,,,,,,,
8133,3,6361,12794,,,,,,,,
8134,4,6365,12796,,,,,,,,
8135,0,6372,12796,,,,,,,,
8136,1,6378,12797,,,,,,,,
8137,2,6382,12800,,,,,,,,
8138,3,6386,12804,,,,,,,,
8139,4,6390,12806,,,,,,,,
8140,0,6404,12806,,,,,,,,
8141,1,6409,12808,,,,,,,,
8142,2,6414,12810,,,,,,,,
8143,3,6420,12812,,,,,,,,
8144,4,6424,12814,,,,,,,,
8145,0,6428,12815,,,,,,,,
8146,1,6433,12817,,,,,,,,
8147,2,6437,12820,,,,,,,,
8148,3,6443,12822,,,,,,,,
8149,4,6454,12822,,,,,,,,
8150,0,6458,12823,,,,,,,,
8151,1,6462,12826,,,,,,,,
8152,2,6466,12829,,,,,,,,
8153,3,6472,12831,,,,,,,,
8154,4,6478,12831,,,,,,,,
8155,0,6482,12832,,,,,,,,
8156,1,6486,12835,,,,,,,,
8157,2,6490,12838,,,,,,,,
8158,3,6496,12840,,,,,,,,
8159,4,6508,12840,,,,,,,,
8160,0,6512,12841,,,,,,,,
8161,1,6517,12843,,,,,,,,
8162,2,6521,12846,,,,,,,,
8163,3,6530,12846,,,,,,,,
8164,4,6534,12848,,,,,,,,
8165,0,6538,12849,,,,,,,,
8166,1,6542,12852,,,,,,,,
8167,2,6546,12855,,,,,,,,
8168,3,6552,12857,,,,,,,,
8169,4,6562,12857,,,,,,,,
8170,0,6566,12858,,,,,,,,
8171,1,6571,12860,,,,,,,,
8172,2,6576,12862,,,,,,,,
8173,3,6582,12864,,,,,,,,
8174,4,6586,12866,,,,,,,,
8175,0,6590,12867,,,,,,,,
8176,1,6594,12870,,,,,,,,
8177,2,6599,12872,,,,,,,,
8178,3,6606,12873,,,,,,,,
8179,4,6611,12874,,,,,,,,
8180,0,6615,12875,,,,,,,,
8181,1,6619,12878,,,,,,,,
8182,2,6626,12878,,,,,,,,
8183,3,6632,12880,,,,,,,,
8184,4,6640,12880,,,,,,,,
8185,0,6644,12881,,,,,,,,
8186,1,6648,12884,,,,,,,,
8187,2,6653,12886,,,,,,,,
8188,3,6660,12887,,,,,,,,
8189,4,6664,12889,,,,,,,,
8190,0,6668,12890,,,,,,,,
8191,1,6673,12892,,,,,,,,
8192,2,6679,12893,,,,,,,,
8193,3,6695,12893,,,,,,,,
8194,4,6701,12893,,,,,,,,
8195,0,6706,12893,,,,,,,,
8196,1,6710,12896,,,,,,,,
8197,2,6717,12896,,,,,,,,
8198,3,6721,12900,,,,,,,,
8199,4,6731,12900,,,,,,,,
8200,0,6739,12900,,,,,,,,
8201,1,6744,12902,,,,,,,,
8202,2,6748,12905,,,,,,,,
8203,3,6754,12907,,,,,,,,
8204,4,6758,12909,,,,,,,,
8205,0,6766,12909,,,,,,,,
8206,1,6773,12909,,,,,,,,
8207,2,6777,12912,,,,,,,,
8208,3,6785,12912,,,,,,,,
8209,4,6789,12914,,,,,,,,
8210,0,6795,12914,,,,,,,,
8211,1,6800,12916,,,,,,,,
8212,2,6806,12917,,,,,,,,
8213,3,6811,12920,,,,,,,,
8214,4,6820,12920,,,,,,,,
8215,0,6824,12921,,,,,,,,
8216,1,6828,12924,,,,,,,,
8217,2,6832,12927,,,,,,,,
8218,3,6836,12931,,,,,,,,
8219,4,6840,12933,,,,,,,,
8220,0,6844,12934,,,,,,,,
8221,1,6848,12937,,,,,,,,
8222,2,6853,12939,,,,,,,,
8223,3,6871,12939,,,,,,,,
8224,4,6877,12939,,,,,,,,
8225,0,6881,12940,,,,,,,,
8226,1,6885,12943,,,,,,,,
8227,2,6890,12945,,,,,,,,
8228,3,6900,12945,,,,,,,,
8229,4,6904,12947,,,,,,,,
8230,0,6908,12948,,,,,,,,
8231,1,6912,12951,,,,,,,,
8232,2,6917,12953,,,,,,,,
8233,3,6921,12957,,,,,,,,
8234,4,6934,12957,,,,,,,,
8235,0,6944,12957,,,,,,,,
8236,1,6953,12957,,,,,,,,
8237,2,6957,12960,,,,,,,,
8238,3,6963,12962,,,,,,,,
8239,4,6967,12964,,,,,,,,
8240,0,6971,12965,,,,,,,,
8241,1,6975,12968,,,,,,,,
8242,2,6982,12968,,,,,,,,
8243,3,6986,12972,,,,,,,,
8244,4,6990,12974,,,,,,,,
8245,0,6994,12975,,,,,,,,
8246,1,6998,12978,,,,,,,,
8247,2,7003,12980,,,,,,,,
8248,3,7007,12984,,,,,,,,
8249,4,7011,12986,,,,,,,,
8250,0,7015,12987,,,,,,,,
8251,1,7019,12990,,,,,,,,
8252,2,7023,12993,,,,,,,,
8253,3,7027,12997,,,,,,,,
8254,4,7037,12997,,,,,,,,
8255,0,7041,12998,,,,,,,,
8256,1,7045,13001,,,,,,,,
8257,2,7049,13004,,,,,,,,
8258,3,7055,13006,,,,,,,,
8259,4,7067,13006,,,,,,,,
8260,0,7077,13006,,,,,,,,
8261,1,7081,13009,,,,,,,,
8262,2,7093,13009,,,,,,,,
8263,3,7105,13009,,,,,,,,
8264,4,7109,13011,,,,,,,,
8265,0,7120,13011,,,,,,,,
8266,1,7124,13014,,,,,,,,
8267,2,7137,13014,,,,,,,,
8268,3,7149,13014,,,,,,,,
8269,4,7154,13015,,,,,,,,
8270,0,7158,13016,,,,,,,,
8271,1,7162,13019,,,,,,,,
8272,2,7166,13022,,,,,,,,
8273,3,7170,13026,,,,,,,,
8274,4,7174,13028,,,,,,,,
8275,0,7178,13029,,,,,,,,
8276,1,7182,13032,,,,,,,,
8277,2,7186,13035,,,,,,,,
8278,3,7196,13035,,,,,,,,
8279,4,7202,13035,,,,,,,,
8280,0,7206,13036,,,,,,,,
8281,1,7211,13038,,,,,,,,
8282,2,7215,13041,,,,,,,,
8283,3,7223,13041,,,,,,,,
8284,4,7229,13041,,,,,,,,
8285,0,7233,13042,,,,,,,,
8286,1,7238,13044,,,,,,,,
8287,2,7244,13045,,,,,,,,
8288,3,7250,13047,,,,,,,,
8289,4,7258,13047,,,,,,,,
8290,0,7262,13048,,,,,,,,
8291,1,7266,13051,,,,,,,,
8292,2,7271,13053,,,,,,,,
8293,3,7280,13053,,,,,,,,
8294,4,7285,13054,,,,,,,,
8295,0,7289,13055,,,,,,,,
8296,1,7293,13058,,,,,,,,
8297,2,7298,13060,,,,,,,,
8298,3,7304,13062,,,,,,,,
8299,4,7310,13062,,,,,,,,
8300,0,7314,13063,,,,,,,,
8301,1,7319,13065,,,,,,,,
8302,2,7324,13067,,,,,,,,
8303,3,7330,13069,,,,,,,,
8304,4,7336,13069,,,,,,,,
8305,0,7340,13070,,,,,,,,
8306,1,7344,13073,,,,,,,,
8307,2,7348,13076,,,,,,,,
8308,3,7364,13076,,,,,,,,
8309,4,7374,13076,,,,,,,,
8310,0,7378,13077,,,,,,,,
8311,1,7382,13080,,,,,,,,
8312,2,7387,13082,,,,,,,,
8313,3,7393,13084,,,,,,,,
8314,4,7397,13086,,,,,,,,
8315,0,7401,13087,,,,,,,,
8316,1,7405,13090,,,,,,,,
8317,2,7409,13093,,,,,,,,
8318,3,7413,13097,,,,,,,,
8319,4,7427,13097,,,,,,,,
8320,0,7431,13098,,,,,,,,
8321,1,7435,13101,,,,,,,,
8322,2,7439,13104,,,,,,,,
8323,3,7467,13104,,,,,,,,
8324,4,7475,13104,,,,,,,,
8325,0,7481,13104,,,,,,,,
8326,1,7486,13106,,,,,,,,
8327,2,7490,13109,,,,,,,,
8328,3,7496,13111,,,,,,,,
8329,4,7513,13111,,,,,,,,
8330,0,7517,13112,,,,,,,,
8331,1,7521,13115,,,,,,,,
8332,2,7526,13117,,,,,,,,
8333,3,7532,13119,,,,,,,,
8334,4,7543,13119,,,,,,,,
8335,0,7547,13120,,,,,,,,
8336,1,7551,13123,,,,,,,,
8337,2,7555,13126,,,,,,,,
8338,3,7561,13128,,,,,,,,
8339,4,7569,13128,,,,,,,,
8340,0,7573,13129,,,,,,,,
8341,1,7578,13131,,,,,,,,
8342,2,7582,13134,,,,,,,,
8343,3,7588,13136,,,,,,,,
8344,4,7592,13138,,,,,,,,
8345,0,7596,13139,,,,,,,,
8346,1,7601,13141,,,,,,,,
8347,2,7607,13142,,,,,,,,
